"","SCC","EI.Sector","Short.Name","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four"
"8880","31100201","Dust - Construction Dust","Construction /Demolitions-Special Trade Contracts /Mechanical or Explosive Dismemberment","Industrial Processes","Building Construction","Demolitions/Special Trade Contracts","Mechanical or Explosive Dismemberment"
"8881","31100202","Dust - Construction Dust","Construction /Demolitions-Special Trade Contracts /Mechanical or Explosive Dismemberment","Industrial Processes","Building Construction","Demolitions/Special Trade Contracts","Mechanical or Explosive Dismemberment"
"8882","31100203","Industrial Processes - Storage and Transfer","Construction /Demolitions-Special Trade Contracts /Debris Loading","Industrial Processes","Building Construction","Demolitions/Special Trade Contracts","Debris Loading"
"8883","31100204","Industrial Processes - Storage and Transfer","Construction /Demolitions-Special Trade Contracts /Debris Loading","Industrial Processes","Building Construction","Demolitions/Special Trade Contracts","Debris Loading"
"8884","31100205","Dust - Construction Dust","Construction /Demolitions-Special Trade Contracts /On-site Truck Traffic","Industrial Processes","Building Construction","Demolitions/Special Trade Contracts","On-site Truck Traffic"
"8885","31100206","Dust - Construction Dust","Construction /Demolitions-Special Trade Contracts /On-site Truck Traffic","Industrial Processes","Building Construction","Demolitions/Special Trade Contracts","On-site Truck Traffic"
"8886","31100299","Dust - Construction Dust","Construction /Demolitions-Special Trade Contracts /Other Not Classified: Construction/Demolition","Industrial Processes","Building Construction","Demolitions/Special Trade Contracts","Other Not Classified: Construction/Demolition"
"8887","31299999","Industrial Processes - NEC","Misc Machinery Manuf /Other Not Classified","Industrial Processes","Machinery, Miscellaneous","Miscellaneous Machinery","Other Not Classified"
"8888","31300500","Industrial Processes - NEC","Electrical Equip /Electrical Switch Manuf /Electrical Switch Manufacture: Overall Process","Industrial Processes","Electrical Equipment","Electrical Switch Manufacture","Electrical Switch Manufacture: Overall Process"
"8889","31301001","Industrial Processes - NEC","Electrical Equip /Light Bulb Manuf /Light Bulb Glass to Socket Base Lubrication with SO2","Industrial Processes","Electrical Equipment","Light Bulb Manufacture","Light Bulb Glass to Socket Base Lubrication with SO2"
"8890","31301100","Industrial Processes - NEC","Electrical Equip /Fluorescent Lamp Manuf /Fluorescent Lamp Manufacture: Overall Process","Industrial Processes","Electrical Equipment","Fluorescent Lamp Manufacture","Fluorescent Lamp Manufacture: Overall Process"
"8891","31301200","Industrial Processes - NEC","Electrical Equip /Fluorescent Lamp Recycling /Fluorescent Lamp Recycling: Lamp Crusher","Industrial Processes","Electrical Equipment","Fluorescent Lamp Recycling","Fluorescent Lamp Recycling: Lamp Crusher"
"8892","31302000","Industrial Processes - NEC","Electrical Equip /Mercury Oxide Battery Manuf /Mercury Oxide Battery Manufacture: Overall Process","Industrial Processes","Electrical Equipment","Mercury Oxide Battery Manufacture","Mercury Oxide Battery Manufacture: Overall Process"
"8893","31303001","Industrial Processes - NEC","Electrical Equip /Manufacturing - General /Circuit Board Manufacturing","Industrial Processes","Electrical Equipment","Manufacturing - General","Circuit Board Manufacturing"
"8894","31303061","Industrial Processes - NEC","Electrical Equip /Manufacturing - General /Circuit Board Etching: Acid","Industrial Processes","Electrical Equipment","Manufacturing - General","Circuit Board Etching: Acid"
"8895","31303062","Industrial Processes - NEC","Electrical Equip /Manufacturing - General /Circuit Board Etching: Alkaline","Industrial Processes","Electrical Equipment","Manufacturing - General","Circuit Board Etching: Alkaline"
"8896","31303063","Industrial Processes - NEC","Electrical Equip /Manufacturing - General /Circuit Board Etching: Plasma","Industrial Processes","Electrical Equipment","Manufacturing - General","Circuit Board Etching: Plasma"
"8897","31303501","Industrial Processes - NEC","Electrical Equip /Manufacturing - General Proc /Soldering","Industrial Processes","Electrical Equipment","Manufacturing - General Processes","Soldering"
"8898","31303502","Industrial Processes - NEC","Electrical Equip /Manufacturing - General Proc /Cleaning","Industrial Processes","Electrical Equipment","Manufacturing - General Processes","Cleaning"
"8899","31306500","Industrial Processes - NEC","Electrical Equip /Semiconductor Manuf /Integrated Circuit Manufacturing: General","Industrial Processes","Electrical Equipment","Semiconductor Manufacturing","Integrated Circuit Manufacturing: General"
"8900","31306501","Industrial Processes - NEC","Electrical Equip /Semiconductor Manuf /Cleaning Processes: Wet Chemical: Specify Aqueous Solution","Industrial Processes","Electrical Equipment","Semiconductor Manufacturing","Cleaning Processes: Wet Chemical: Specify Aqueous Solution"
"8901","31306502","Industrial Processes - NEC","Electrical Equip /Semiconductor Manuf /Cleaning Process: Plasma Process: Specify Gas Used","Industrial Processes","Electrical Equipment","Semiconductor Manufacturing","Cleaning Process: Plasma Process: Specify Gas Used"
"8902","31306505","Industrial Processes - NEC","Electrical Equip /Semiconductor Manuf /Photoresist Operations: General","Industrial Processes","Electrical Equipment","Semiconductor Manufacturing","Photoresist Operations: General"
"8903","31306510","Industrial Processes - NEC","Electrical Equip /Semiconductor Manuf /Chemical Vapor Deposition: General: Specify Gas Used","Industrial Processes","Electrical Equipment","Semiconductor Manufacturing","Chemical Vapor Deposition: General: Specify Gas Used"
"8904","31306520","Industrial Processes - NEC","Electrical Equip /Semiconductor Manuf /Diffusion Process: Deposition Operation: Specify Gas Used","Industrial Processes","Electrical Equipment","Semiconductor Manufacturing","Diffusion Process: Deposition Operation: Specify Gas Used"
"8905","31306530","Industrial Processes - NEC","Electrical Equip /Semiconductor Manuf /Etching Process: Wet Chemical: Specify Aqueous Solution","Industrial Processes","Electrical Equipment","Semiconductor Manufacturing","Etching Process: Wet Chemical: Specify Aqueous Solution"
"8906","31306531","Industrial Processes - NEC","Electrical Equip /Semiconductor Manuf /Etching Process: Plasma/Reactive Ion: Specify Gas Used","Industrial Processes","Electrical Equipment","Semiconductor Manufacturing","Etching Process: Plasma/Reactive Ion: Specify Gas Used"
"8907","31306599","Industrial Processes - NEC","Electrical Equip /Semiconductor Manuf /Miscellaneous Operations: General: Specify Material","Industrial Processes","Electrical Equipment","Semiconductor Manufacturing","Miscellaneous Operations: General: Specify Material"
"8908","31307001","Industrial Processes - NEC","Electrical Equip /Electrical Windings Reclamation /Single Chamber Incinerator/Oven","Industrial Processes","Electrical Equipment","Electrical Windings Reclamation","Single Chamber Incinerator/Oven"
"8909","31307002","Industrial Processes - NEC","Electrical Equip /Electrical Windings Reclamation /Multiple Chamber Incinerator/Oven","Industrial Processes","Electrical Equipment","Electrical Windings Reclamation","Multiple Chamber Incinerator/Oven"
"8910","31380001","Industrial Processes - NEC","Electrical Equip /Equipment Leaks /Equipment Leaks","Industrial Processes","Electrical Equipment","Equipment Leaks","Equipment Leaks"
"8911","31382001","Industrial Processes - NEC","Electrical Equip /Wastewater, Aggregate /Process Area Drains","Industrial Processes","Electrical Equipment","Wastewater, Aggregate","Process Area Drains"
"8912","31382002","Industrial Processes - NEC","Electrical Equip /Wastewater, Aggregate /Process Equipment Drains","Industrial Processes","Electrical Equipment","Wastewater, Aggregate","Process Equipment Drains"
"8913","31382599","Industrial Processes - NEC","Electrical Equip /Wastewater, Pts of Generation /Specify Point of Generation","Industrial Processes","Electrical Equipment","Wastewater, Points of Generation","Specify Point of Generation"
"8914","31390001","Industrial Processes - NEC","Electrical Equip /Process Heaters /Distillate Oil (No. 2)","Industrial Processes","Electrical Equipment","Process Heaters","Distillate Oil (No. 2)"
"8915","31390002","Industrial Processes - NEC","Electrical Equip /Process Heaters /Residual Oil","Industrial Processes","Electrical Equipment","Process Heaters","Residual Oil"
"8916","31390003","Industrial Processes - NEC","Electrical Equip /Process Heaters /Natural Gas","Industrial Processes","Electrical Equipment","Process Heaters","Natural Gas"
"8917","31399999","Industrial Processes - NEC","Electrical Equip /Other Not Classified","Industrial Processes","Electrical Equipment","Other Not Classified","Other Not Classified"
"8918","31400901","Industrial Processes - NEC","Auto&Truck Assembly Ops /Solder Joint Grinding","Industrial Processes","Transportation Equipment","Automobiles/Truck Assembly Operations","Solder Joint Grinding"
"8919","31400902","Industrial Processes - NEC","Auto&Truck Assembly Ops /Soldering Machine","Industrial Processes","Transportation Equipment","Automobiles/Truck Assembly Operations","Soldering Machine"
"8920","31400903","Industrial Processes - NEC","Auto&Truck Assembly Ops /Stamping","Industrial Processes","Transportation Equipment","Automobiles/Truck Assembly Operations","Stamping"
"8921","31401001","Industrial Processes - NEC","Brake Shoe Debonding /Single Chamber Incinerator","Industrial Processes","Transportation Equipment","Brake Shoe Debonding","Single Chamber Incinerator"
"8922","31401002","Industrial Processes - NEC","Brake Shoe Debonding /Multiple Chamber Incinerator","Industrial Processes","Transportation Equipment","Brake Shoe Debonding","Multiple Chamber Incinerator"
"8923","31401101","Industrial Processes - NEC","Auto Body Shredding /Primary Metal Recovery Line","Industrial Processes","Transportation Equipment","Auto Body Shredding","Primary Metal Recovery Line"
"8924","31401102","Industrial Processes - NEC","Auto Body Shredding /Secondary Metal Recovery Line","Industrial Processes","Transportation Equipment","Auto Body Shredding","Secondary Metal Recovery Line"
"8925","31401201","Industrial Processes - NEC","Auto Repair /Soldering","Industrial Processes","Transportation Equipment","Welding/Soldering Automotive Repair","Soldering"
"8926","31401501","Industrial Processes - NEC","Boat Manufacturing /General","Industrial Processes","Transportation Equipment","Boat Manufacturing","General"
"8927","31401503","Industrial Processes - Storage and Transfer","Boat Manufacturing /Resin Storage","Industrial Processes","Transportation Equipment","Boat Manufacturing","Resin Storage"
"8928","31401504","Industrial Processes - Storage and Transfer","Boat Manufacturing /Resin Transfer","Industrial Processes","Transportation Equipment","Boat Manufacturing","Resin Transfer"
"8929","31401510","Industrial Processes - NEC","Boat Manufacturing /Molding and Lamination Operations","Industrial Processes","Transportation Equipment","Boat Manufacturing","Molding and Lamination Operations"
"8930","31401511","Industrial Processes - NEC","Boat Manufacturing /Open Contact Molding: Manual Gel Coat Application","Industrial Processes","Transportation Equipment","Boat Manufacturing","Open Contact Molding: Manual Gel Coat Application"
"8931","31401512","Industrial Processes - NEC","Boat Manufacturing /Open Contact Molding: Spray Gel Coat Application","Industrial Processes","Transportation Equipment","Boat Manufacturing","Open Contact Molding: Spray Gel Coat Application"
"8932","31401513","Industrial Processes - NEC","Boat Manufacturing /Open Contact Molding: Gel Coat Curing","Industrial Processes","Transportation Equipment","Boat Manufacturing","Open Contact Molding: Gel Coat Curing"
"8933","31401514","Industrial Processes - NEC","Boat Manufacturing /Open Contact Molding: Resin/Laminate Application, Machine Layup","Industrial Processes","Transportation Equipment","Boat Manufacturing","Open Contact Molding: Resin/Laminate Application, Machine Layup"
"8934","31401515","Industrial Processes - NEC","Boat Manufacturing /Open Contact Molding: Resin Spray Layup","Industrial Processes","Transportation Equipment","Boat Manufacturing","Open Contact Molding: Resin/Laminate Application, Hand Layup,Spraying"
"8935","31401516","Industrial Processes - NEC","Boat Manufacturing /Open Contact Molding: Resin Hand Layup","Industrial Processes","Transportation Equipment","Boat Manufacturing","Open Contact Molding: Resin Hand Layup"
"8936","31401517","Industrial Processes - NEC","Boat Manufacturing /Open Contact Molding: Resin Spray Layup","Industrial Processes","Transportation Equipment","Boat Manufacturing","Open Contact Molding: Resin Spray Layup"
